Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Product_Size_ml,Skin_Type,Gender_Target,Packaging_Type,Main_Ingredient,Cruelty_Free,Country_of_Origin
Super Moisturizer,Kylie Cosmetics,Makeup Remover,Weekly,129.16,4.6,1288,250,Oily,Unisex,Spray,Salicylic Acid,True,Germany
Super CC Cream,Make Up For Ever,Lip Gloss,Daily,46,4.3,3071,250,Sensitive,Unisex,Bottle,Retinol,True,USA
Magic Lip Liner,Pat McGrath Labs,Lip Liner,Monthly,25.75,1.9,6448,150,Combination,Unisex,Jar,Salicylic Acid,False,France
Perfect Highlighter,Yves Saint Laurent,Concealer,Weekly,39.13,2.8,9437,50,Combination,Female,Jar,Aloe Vera,True,Germany
Magic Serum,Natasha Denona,Mascara,Daily,139.72,4.6,470,200,Sensitive,Male,Stick,Salicylic Acid,False,France
Ultra Setting Spray,Huda Beauty,Foundation,Weekly,88.2,3.2,2758,200,Normal,Female,Jar,Glycerin,True,Japan
Magic Moisturizer,Morphe,Eyeliner,Occasional,149.57,3.1,3545,100,Normal,Unisex,Bottle,Glycerin,True,Australia
Perfect Lip Liner,Natasha Denona,Contour,Daily,103.95,4.4,8952,30,Normal,Male,Spray,Vitamin C,True,Japan
Super Lipstick,RMS Beauty,Powder,Weekly,86.01,1.6,7263,150,Sensitive,Female,Bottle,Retinol,False,Australia
Super BB Cream,KVD Beauty,CC Cream,Occasional,28.56,2.9,9292,200,Dry,Male,Bottle,Retinol,True,France
Ultra Lip Liner,NARS,Eyeliner,Occasional,65.4,4.7,9453,100,Normal,Female,Spray,Salicylic Acid,True,UK
Ultra Bronzer,Kylie Cosmetics,Concealer,Occasional,14.02,4,8664,50,Dry,Male,Tube,Vitamin C,False,South Korea
Magic Bronzer,Bite Beauty,Powder,Daily,26.56,4.4,2168,200,Sensitive,Male,Tube,Aloe Vera,False,France
Super Bronzer,Shiseido,Face Oil,Daily,49.21,4.4,6904,200,Dry,Female,Bottle,Shea Butter,True,France
Perfect Powder,Anastasia Beverly Hills,Lipstick,Weekly,85.35,4.6,6430,30,Normal,Female,Jar,Retinol,False,Australia
Magic Serum,KVD Beauty,BB Cream,Occasional,109.98,3.7,1863,250,Combination,Male,Compact,Vitamin C,False,Germany
Magic BB Cream,Bite Beauty,Eye Shadow,Monthly,12.73,4.8,2321,30,Combination,Female,Spray,Shea Butter,False,Italy
Divine Exfoliator,Ilia Beauty,Serum,Weekly,76.79,4.1,6530,150,Oily,Unisex,Bottle,Glycerin,True,Germany
Divine Lipstick,Danessa Myricks,Eyeliner,Weekly,23.85,3.7,3199,150,Sensitive,Unisex,Stick,Retinol,False,Germany
Super Primer,Shiseido,Foundation,Occasional,148.08,3.9,2675,250,Oily,Male,Spray,Retinol,True,France
Divine Primer,Bite Beauty,Contour,Daily,37.73,3,2947,100,Normal,Unisex,Jar,Aloe Vera,True,Australia
Divine Concealer,Ilia Beauty,BB Cream,Daily,131.58,2,103,150,Sensitive,Male,Compact,Aloe Vera,True,UK
Perfect Makeup Remover,Too Faced,Bronzer,Occasional,59.57,3.2,1512,30,Sensitive,Female,Bottle,Hyaluronic Acid,True,USA
Ultra BB Cream,Ilia Beauty,Blush,Occasional,72.42,3.2,6958,30,Dry,Male,Bottle,Aloe Vera,False,Australia
Magic Lip Liner,Bobby Brown,Foundation,Monthly,33.07,2.6,6060,250,Combination,Female,Compact,Retinol,False,South Korea
Ultra Cleanser,Perricone MD,Face Oil,Daily,70.4,3.1,8449,200,Dry,Female,Bottle,Salicylic Acid,False,Germany
Magic Lip Gloss,E.l.f.,Lipstick,Daily,83.63,4.4,2715,200,Oily,Female,Tube,Retinol,False,USA
Divine Eyeliner,Laura Mercier,Serum,Monthly,87.93,1.4,6715,100,Combination,Unisex,Jar,Retinol,False,UK
Ultra Cleanser,Urban Decay,Cleanser,Occasional,54.18,3.9,7956,200,Sensitive,Unisex,Bottle,Aloe Vera,False,Italy
Super CC Cream,Anastasia Beverly Hills,Primer,Daily,72.33,1.7,8472,30,Dry,Female,Tube,Hyaluronic Acid,False,UK
Super Primer,Patrick Ta,Powder,Monthly,101.55,1.3,6044,200,Normal,Unisex,Tube,Glycerin,False,UK
Perfect Contour,Bite Beauty,Lip Gloss,Monthly,16.64,3.7,2358,200,Dry,Male,Spray,Hyaluronic Acid,True,South Korea
Divine Primer,Urban Decay,Eyeliner,Occasional,19.14,1.7,3123,100,Combination,Male,Tube,Salicylic Acid,False,South Korea
Divine Moisturizer,Kiehl’s,Exfoliator,Weekly,39.74,2.9,2413,150,Normal,Unisex,Compact,Glycerin,True,France
Divine Cleanser,Natasha Denona,Foundation,Daily,75.44,5,4798,250,Combination,Male,Stick,Aloe Vera,True,USA
Magic Blush,Farsali,Lipstick,Weekly,60.64,1.2,1741,50,Sensitive,Male,Bottle,Salicylic Acid,False,Italy
Divine Serum,Ilia Beauty,Face Mask,Weekly,95.26,4.8,5656,100,Oily,Unisex,Stick,Vitamin C,True,Italy
Ultra Moisturizer,Hourglass,Lipstick,Daily,91.65,1.6,6211,200,Normal,Female,Bottle,Salicylic Acid,True,Japan
Ultra Exfoliator,KVD Beauty,Primer,Daily,79.7,2.7,8251,30,Sensitive,Male,Jar,Vitamin C,False,Japan
Divine Primer,Bobby Brown,Foundation,Monthly,29.23,2.3,3218,30,Combination,Female,Spray,Salicylic Acid,True,UK
Ultra Makeup Remover,Shiseido,Eyeliner,Occasional,132.12,4.6,4446,200,Normal,Female,Tube,Retinol,False,Australia
Perfect Lip Gloss,Rare Beauty,Highlighter,Occasional,47.9,3,5853,250,Combination,Female,Jar,Retinol,False,South Korea
Magic Primer,Drunk Elephant,Primer,Occasional,143.95,3.5,5309,30,Dry,Female,Stick,Shea Butter,False,UK
Perfect Bronzer,Bobby Brown,Face Mask,Weekly,129.14,3.4,3366,50,Oily,Female,Compact,Salicylic Acid,True,France
Perfect Moisturizer,Milk Makeup,Concealer,Occasional,12.01,3.9,788,250,Oily,Female,Compact,Shea Butter,True,Germany
Divine Contour,Laura Mercier,CC Cream,Occasional,94.89,4,580,200,Dry,Female,Jar,Glycerin,False,Japan
Perfect Lip Gloss,Rare Beauty,Eye Shadow,Occasional,126.18,1.4,5008,50,Combination,Unisex,Spray,Retinol,True,Italy
Magic Highlighter,Morphe,Eyeliner,Daily,75.21,3.1,4610,50,Combination,Female,Compact,Retinol,False,Italy
Super Moisturizer,Glossier,Serum,Daily,143.37,1.1,8994,30,Combination,Unisex,Stick,Hyaluronic Acid,True,UK
Perfect Eye Shadow,Bite Beauty,Eyeliner,Daily,109.41,2.9,8066,100,Combination,Female,Jar,Glycerin,True,UK
Perfect CC Cream,Huda Beauty,BB Cream,Daily,40.87,2.6,2912,250,Sensitive,Unisex,Stick,Vitamin C,False,France
Perfect Blush,IT Cosmetics,Primer,Daily,79.64,3.7,8941,200,Dry,Unisex,Jar,Salicylic Acid,True,USA
Perfect Lip Gloss,Becca,Highlighter,Monthly,90.72,1.5,6990,200,Oily,Female,Stick,Salicylic Acid,True,USA
Super Powder,Bobby Brown,Serum,Weekly,31.44,1.1,8687,250,Normal,Unisex,Bottle,Shea Butter,True,UK
Ultra Bronzer,E.l.f.,Foundation,Occasional,40.43,3.6,8791,50,Sensitive,Female,Bottle,Salicylic Acid,True,Germany
Super Moisturizer,Drunk Elephant,CC Cream,Daily,24.64,1.6,186,150,Normal,Unisex,Tube,Glycerin,True,Japan
Ultra Eye Shadow,Yves Saint Laurent,BB Cream,Weekly,68.76,4.5,7876,30,Dry,Female,Compact,Aloe Vera,True,Japan
Perfect Concealer,Anastasia Beverly Hills,BB Cream,Daily,34.45,2.1,9123,200,Sensitive,Male,Tube,Shea Butter,False,USA
Divine Concealer,Rare Beauty,CC Cream,Monthly,43.77,1.8,4993,50,Normal,Unisex,Stick,Hyaluronic Acid,False,Australia
Super Bronzer,Fenty Beauty,Setting Spray,Weekly,60.02,2.3,8180,150,Normal,Male,Stick,Hyaluronic Acid,False,Japan
Magic Face Mask,Make Up For Ever,Face Mask,Daily,59.49,3.8,115,150,Combination,Male,Tube,Retinol,False,Germany
Magic Blush,Hourglass,Face Mask,Occasional,73.14,3.6,6510,250,Normal,Female,Jar,Hyaluronic Acid,True,Italy
Super BB Cream,Anastasia Beverly Hills,Bronzer,Monthly,116.56,1.6,3755,30,Oily,Unisex,Bottle,Shea Butter,True,Italy
Super Lipstick,Ilia Beauty,Highlighter,Daily,29.84,2.8,8238,50,Normal,Female,Jar,Aloe Vera,False,South Korea
Ultra Lip Liner,Patrick Ta,Serum,Weekly,98.31,2.3,314,250,Dry,Unisex,Jar,Retinol,False,USA
Ultra CC Cream,Sisley,Face Oil,Occasional,128.59,1.4,5731,200,Combination,Unisex,Stick,Hyaluronic Acid,False,Italy
Ultra CC Cream,Laura Mercier,Exfoliator,Weekly,88.9,3.8,1202,250,Oily,Male,Stick,Aloe Vera,True,France
Perfect Eyeliner,KVD Beauty,Serum,Daily,120.64,1.6,2188,200,Sensitive,Unisex,Stick,Salicylic Acid,True,UK
Perfect Primer,Drunk Elephant,Lip Liner,Weekly,83.67,2.1,2680,100,Normal,Female,Tube,Aloe Vera,False,UK
Magic Lip Gloss,Bite Beauty,Eye Shadow,Monthly,74.88,4.6,4061,50,Normal,Unisex,Stick,Hyaluronic Acid,True,UK
Super Lip Liner,Tarte,Face Oil,Monthly,11.38,3,6977,50,Combination,Unisex,Tube,Hyaluronic Acid,True,South Korea
Divine Lip Gloss,Fenty Beauty,Serum,Monthly,104.95,4.1,9197,30,Oily,Unisex,Jar,Vitamin C,True,Australia
Divine BB Cream,Clinique,Bronzer,Weekly,22.46,2.9,6642,250,Dry,Unisex,Stick,Shea Butter,False,UK
Super Cleanser,Huda Beauty,Lipstick,Occasional,19.3,3.8,3436,200,Combination,Female,Bottle,Vitamin C,True,Australia
Super Eye Shadow,Glossier,Face Oil,Daily,148,2.7,5635,50,Oily,Female,Spray,Salicylic Acid,False,Italy
Super Setting Spray,Milk Makeup,Lipstick,Daily,11.62,2.8,2085,200,Dry,Female,Tube,Aloe Vera,True,Italy
Divine Eyeliner,Too Faced,Foundation,Weekly,124.3,1.7,9830,100,Normal,Unisex,Tube,Salicylic Acid,True,Italy
Super Contour,Juvia’s Place,Serum,Monthly,25.55,2.1,1327,200,Normal,Male,Stick,Glycerin,False,Italy
Perfect Lip Liner,Clinique,Foundation,Occasional,149.92,3.8,2040,50,Sensitive,Male,Bottle,Shea Butter,True,USA
Perfect Setting Spray,Danessa Myricks,Lipstick,Daily,55.44,2.1,2112,200,Sensitive,Unisex,Jar,Salicylic Acid,True,South Korea
Magic Foundation,Charlotte Tilbury,Highlighter,Occasional,23.41,2.6,9822,200,Sensitive,Unisex,Spray,Salicylic Acid,False,UK
Magic Mascara,Rare Beauty,Blush,Daily,88.05,1.6,2410,50,Oily,Female,Bottle,Retinol,True,Japan
Magic Concealer,Urban Decay,Primer,Monthly,53.56,2.9,4503,200,Normal,Unisex,Compact,Hyaluronic Acid,True,Australia
Ultra Eye Shadow,Juvia’s Place,Cleanser,Daily,75.51,1.2,8077,200,Oily,Unisex,Bottle,Vitamin C,True,UK
Super Bronzer,Urban Decay,Makeup Remover,Daily,47.81,2.3,3005,150,Oily,Male,Compact,Glycerin,True,Australia
Perfect Moisturizer,Kylie Cosmetics,Highlighter,Monthly,137.4,3.6,2718,200,Dry,Female,Jar,Vitamin C,False,France
Ultra Highlighter,Milk Makeup,Makeup Remover,Occasional,88.09,4.7,1445,30,Normal,Female,Stick,Glycerin,False,Australia
Super Primer,E.l.f.,Concealer,Weekly,60.17,4.5,4580,150,Sensitive,Female,Tube,Glycerin,False,USA
Ultra Eye Shadow,Huda Beauty,Moisturizer,Daily,127.36,2,146,50,Dry,Female,Bottle,Retinol,True,Italy
Perfect Face Mask,Huda Beauty,Blush,Occasional,13.8,3.9,2825,50,Oily,Male,Compact,Hyaluronic Acid,False,USA
Super Cleanser,Danessa Myricks,Lipstick,Occasional,61.8,2.8,9739,150,Combination,Male,Stick,Vitamin C,False,Japan
Perfect Lip Gloss,Milk Makeup,Setting Spray,Weekly,27.55,1.3,2592,100,Combination,Unisex,Compact,Aloe Vera,False,France
Ultra Powder,Charlotte Tilbury,Lip Liner,Weekly,113.59,4.9,6715,200,Normal,Male,Spray,Aloe Vera,True,Australia
Ultra Serum,NARS,Face Oil,Weekly,84.92,4.6,7801,100,Normal,Male,Bottle,Vitamin C,False,South Korea
Magic Highlighter,Clinique,Setting Spray,Weekly,138.48,1.5,6506,100,Dry,Unisex,Stick,Aloe Vera,False,Germany
Divine Exfoliator,Hourglass,Lipstick,Monthly,101.07,4.7,506,30,Oily,Unisex,Spray,Salicylic Acid,True,France
Ultra Primer,Too Faced,Face Oil,Daily,113.37,3.4,3644,150,Dry,Unisex,Compact,Salicylic Acid,False,Australia
Divine Powder,KVD Beauty,Makeup Remover,Daily,56.05,3.1,3499,100,Normal,Unisex,Bottle,Aloe Vera,False,UK
Perfect Concealer,Juvia’s Place,Setting Spray,Daily,78.75,1,4407,50,Oily,Unisex,Spray,Salicylic Acid,True,France
Super Powder,KVD Beauty,Face Mask,Monthly,106.64,2.6,5404,200,Normal,Male,Jar,Hyaluronic Acid,True,Japan
Magic Highlighter,Sisley,Serum,Weekly,115.64,3.8,5459,150,Normal,Male,Spray,Vitamin C,True,USA
Super Cleanser,Bite Beauty,Moisturizer,Occasional,109.08,3.9,608,250,Sensitive,Female,Tube,Glycerin,False,Germany
Ultra Bronzer,RMS Beauty,Lipstick,Occasional,97.59,1.6,7123,50,Combination,Female,Spray,Retinol,False,France
Divine Foundation,Kylie Cosmetics,Makeup Remover,Daily,17.45,4.2,5691,50,Normal,Female,Compact,Shea Butter,True,UK
Divine Setting Spray,Bourjois,Highlighter,Daily,51.86,1.3,6235,200,Dry,Male,Compact,Glycerin,False,Japan
Perfect Contour,Pat McGrath Labs,Setting Spray,Daily,138.93,1.1,5673,150,Combination,Unisex,Spray,Glycerin,False,France
Perfect Lipstick,Ilia Beauty,Eye Shadow,Daily,46.53,4,1880,100,Sensitive,Male,Bottle,Vitamin C,False,Japan
Divine Exfoliator,Make Up For Ever,Face Mask,Weekly,88.21,3.3,7185,150,Dry,Female,Spray,Retinol,False,USA
Super Powder,Too Faced,Contour,Weekly,48.99,1.9,3514,200,Combination,Female,Bottle,Salicylic Acid,True,USA
Perfect Concealer,Sisley,Highlighter,Monthly,89.85,1.1,6035,250,Normal,Male,Jar,Shea Butter,True,Germany
Perfect Lip Liner,Charlotte Tilbury,Foundation,Monthly,51.66,4.4,1748,100,Dry,Female,Stick,Hyaluronic Acid,True,France
Divine Lipstick,Anastasia Beverly Hills,Blush,Weekly,122.13,2.6,382,150,Dry,Female,Jar,Glycerin,True,France
Divine BB Cream,Milk Makeup,Setting Spray,Monthly,101.06,2.4,7920,150,Combination,Female,Spray,Shea Butter,True,Japan
Super Setting Spray,Charlotte Tilbury,Serum,Weekly,136.51,2.8,7009,30,Normal,Female,Compact,Vitamin C,False,France
Super Mascara,Farsali,Exfoliator,Daily,89.93,4,727,250,Oily,Female,Jar,Retinol,True,Australia
Perfect Eyeliner,Farsali,Bronzer,Monthly,86.7,1.8,5635,100,Dry,Male,Jar,Hyaluronic Acid,False,USA
Super Moisturizer,Milk Makeup,Lip Liner,Daily,49.61,2.1,5411,100,Oily,Male,Tube,Salicylic Acid,False,Italy
Perfect Powder,Morphe,Powder,Weekly,44.34,3.1,8761,250,Oily,Unisex,Compact,Vitamin C,False,France
Perfect CC Cream,Natasha Denona,Lip Liner,Weekly,71.66,4,1551,30,Normal,Unisex,Tube,Vitamin C,True,Germany
Ultra Serum,Clinique,Primer,Daily,132.59,2.6,3345,250,Dry,Female,Tube,Retinol,True,USA
Magic Eyeliner,Perricone MD,Foundation,Weekly,131.05,4.8,250,100,Normal,Male,Bottle,Hyaluronic Acid,False,Italy
Ultra Setting Spray,Anastasia Beverly Hills,Lipstick,Daily,106.91,3.1,6045,200,Oily,Unisex,Compact,Vitamin C,False,South Korea
Divine Primer,NARS,Concealer,Monthly,60.46,3.4,6421,100,Oily,Unisex,Bottle,Glycerin,False,Germany
Divine Lip Liner,Bite Beauty,Cleanser,Daily,53.13,2.5,6914,250,Dry,Male,Compact,Shea Butter,False,UK
Perfect Blush,NARS,BB Cream,Daily,20.91,2.5,4661,30,Normal,Male,Spray,Hyaluronic Acid,False,Australia
Super Face Mask,Tarte,Face Oil,Weekly,57.86,2.8,8935,50,Combination,Female,Spray,Retinol,False,South Korea
Ultra Lipstick,Fenty Beauty,Lip Liner,Occasional,56.22,4.2,7492,30,Oily,Male,Spray,Shea Butter,True,France
Super CC Cream,Kiehl’s,Face Oil,Daily,109.96,4.4,6403,200,Sensitive,Unisex,Compact,Glycerin,False,South Korea
Magic Lip Gloss,Tarte,Serum,Weekly,67.03,2,723,50,Normal,Male,Jar,Vitamin C,True,USA
Super Contour,Kylie Cosmetics,Face Mask,Occasional,25.74,4.5,1992,150,Normal,Male,Jar,Salicylic Acid,False,USA
Ultra Makeup Remover,Anastasia Beverly Hills,Blush,Daily,113.76,3,1393,100,Sensitive,Female,Bottle,Hyaluronic Acid,False,USA
Ultra Eyeliner,E.l.f.,Setting Spray,Monthly,136.9,1.4,8678,30,Normal,Male,Spray,Glycerin,False,France
Super Face Oil,Kiehl’s,Highlighter,Weekly,131.14,4.7,860,200,Sensitive,Female,Jar,Vitamin C,True,UK
Perfect CC Cream,Patrick Ta,Foundation,Monthly,134.89,2.2,4850,50,Dry,Male,Jar,Glycerin,False,Italy
Ultra Lip Gloss,Patrick Ta,Face Oil,Daily,18.44,3.4,8346,200,Sensitive,Female,Stick,Salicylic Acid,False,Germany
Super Contour,Bourjois,Lip Liner,Occasional,131.94,4.7,9252,30,Oily,Male,Spray,Aloe Vera,False,Japan
Perfect Moisturizer,Tarte,Cleanser,Daily,68.56,3,3999,200,Oily,Female,Stick,Retinol,False,UK
Divine Face Oil,Patrick Ta,Setting Spray,Daily,72.08,1.5,3456,250,Dry,Male,Stick,Retinol,False,Japan
Divine Exfoliator,Patrick Ta,Exfoliator,Weekly,29.62,1.1,9689,50,Oily,Female,Tube,Glycerin,False,UK
Divine Cleanser,ColourPop,Exfoliator,Monthly,142.49,4.1,8146,100,Normal,Male,Bottle,Glycerin,True,South Korea
Magic CC Cream,Clinique,Setting Spray,Monthly,139.2,4.5,3903,250,Combination,Male,Compact,Shea Butter,True,South Korea
Divine Blush,Glossier,Makeup Remover,Weekly,56.02,3.5,4409,100,Dry,Male,Jar,Aloe Vera,False,UK
Super Concealer,Morphe,Setting Spray,Monthly,124.97,2.9,7505,30,Combination,Female,Tube,Vitamin C,True,Italy
Magic Serum,IT Cosmetics,Lip Liner,Daily,120.48,3.5,2259,100,Oily,Female,Jar,Salicylic Acid,False,Japan
Magic Blush,E.l.f.,Lip Liner,Weekly,51.63,3,736,250,Normal,Unisex,Stick,Shea Butter,False,UK
Divine Makeup Remover,Morphe,Exfoliator,Occasional,42.45,3.5,1341,150,Sensitive,Male,Bottle,Shea Butter,True,Australia
Super Foundation,Yves Saint Laurent,Cleanser,Occasional,78.35,1.9,5643,100,Oily,Female,Spray,Aloe Vera,True,Germany
Super Eyeliner,Fenty Beauty,Contour,Daily,45.82,2.5,9558,100,Combination,Unisex,Stick,Aloe Vera,True,Australia
Super Exfoliator,Drunk Elephant,Moisturizer,Occasional,16.59,2.3,2859,50,Dry,Male,Bottle,Retinol,True,South Korea
Ultra Setting Spray,Kylie Cosmetics,Moisturizer,Monthly,99.22,2.3,5622,30,Normal,Male,Bottle,Glycerin,False,South Korea
Super Mascara,Drunk Elephant,Bronzer,Monthly,16.75,2.3,7286,200,Combination,Male,Compact,Hyaluronic Acid,True,Japan
Divine Contour,Huda Beauty,Blush,Occasional,116.42,1.9,9141,150,Dry,Male,Spray,Salicylic Acid,False,Australia
Perfect Powder,Becca,Face Oil,Occasional,79.91,2.3,3371,50,Combination,Female,Tube,Hyaluronic Acid,True,France
Divine Lip Gloss,Perricone MD,Concealer,Weekly,95.17,4.7,9665,150,Normal,Female,Stick,Shea Butter,False,Italy
